id	author	quote
7479	Cindy Gallop	My personal cause and platform, if you like, is women's rights and women's issues.
7480	Cindy Gallop	When we launched If WeRanTheWorld, I said to my team, I want us to innovate in every aspect of how we design and operate this as a business venture, as much as the web platform itself - because I want us to design our own startup around the working lives that we would all like to live. Women and men alike.
7729	Colin Baker	I like challenges that test your ingenuity.
7730	Colin Baker	I'm an actor. If you had said to me before I started acting that I'd get two bites of the cherry - you would do things that people will remember forever like 'The Brothers' which I did in the '70s and now 'Doctor Who' - I'd have been overjoyed and I still am.
7731	Colin Baker	Nobody can fail to lose weight in the jungle, unless they've got a secret stash of pork pies somewhere.
7732	Colin Baker	I am a big man, but I've allowed my condition to deteriorate by being overweight.
7733	Colin Baker	I haven't been approached to do a 'Doctor Who' movie. I think they would be scraping the bottom of the barrel if they asked me to do it.
7734	Colin Baker	It was lovely to do The Knock because I haven't done anything really significant since Doctor Who.
7735	Colin Baker	I do adore food. If I have any vice it's eating. If I was told I could only eat one food for the rest of my life, I could put up with sausage and mash forever.
7736	Colin Baker	I could, I think, quite easily have gone to Oxford. I got four good A levels, but my father's income was such that I wouldn't have got a grant, and he wouldn't let me go to university, and that was the end of it.
7737	Colin Baker	One way of watering down the effects of violence is to approach it in a more lighthearted way. I don't mean to say that you laugh when somebody has their arm sawn off, but you can diffuse fear with humour.
7738	Colin Baker	I do remember reading the script of 'The Nightmare Fair' and looking forward to doing it.
7739	Colin Baker	Actors love to act all those death scenes.
7740	Colin Baker	I hope I'm always convincing when I act!
7741	Colin Baker	I loathe cheese, it makes me ill.
7742	Colin Baker	I never have reservations about doing anything as long as I'm being paid.
7743	Colin Baker	I never turn down scripts without good reason. If I did, I would probably never work.
7744	Colin Baker	I take every job on its merits.
7745	Colin Baker	I'm perfectly proud of the work I did, looking back at it. I know I've had a bit of a revision since my 'Big Finish' stories came out.
7746	Colin Baker	I've mellowed quite quickly.
7747	Colin Baker	If you turn down work because you are frightened of getting typecast, you'll never do anything good.
7748	Colin Baker	The standard of writing that I'm getting now from 'Big Finish' compares very favourably with some of the stuff I was doing on screen in the '80s.
7749	Colin Baker	As any actor will tell you, the hardest thing to do is small parts, because you focus all your attention and concentration on that small part. When you're playing the lead part, you don't have time to think about the whole of it, so you just have to steam on and get on with it.
7750	Colin Baker	I was well aware of the fact that once you appeared in Doctor Who as something else, you were ruled out for the part of the Doctor: that was a kind of well known thing in the business.
8700	David Eagleman	A typical neuron makes about ten thousand connections to neighboring neurons. Given the billions of neurons, this means there are as many connections in a single cubic centimeter of brain tissue as there are stars in the Milky Way galaxy.
8701	David Eagleman	I'm using the afterlife as a backdrop against which to explore the joys and complexities of being human - it turns out that it's a great lens with which to understand what matters to us.
8702	David Eagleman	My lab and academic work fill my day from about 9 am to 7 p.m. Then I zoom out the lens to work on my other writing.
8703	David Eagleman	Your brain is built of cells called neurons and glia - hundreds of billions of them. Each one of these cells is as complicated as a city.
8704	David Eagleman	I think what a life in science really teaches you is the vastness of our ignorance.
8705	David Eagleman	Neuroscience over the next 50 years is going to introduce things that are mind-blowing.
8706	David Eagleman	Every week I get letters from people worldwide who feel that the possibilian point of view represents their understanding better than either religion or neo-atheism.
8707	David Eagleman	People wouldn't even go into science unless there was something much bigger to be discovered, something that is transcendent.
8708	David Eagleman	There are always wonderful mysteries to confront.
8709	David Eagleman	What we find is that our brains have colossal things happening in them all the time.
8710	David Eagleman	As an undergraduate I majored in British and American literature at Rice University.
8711	David Eagleman	My dream is to reform the legal system over the next 20 years.
8712	David Eagleman	We don't really understand most of what's happening in the cosmos. Is there any afterlife? Who knows.
8713	David Eagleman	The three-pound organ in your skull - with its pink consistency of Jell-o - is an alien kind of computational material. It is composed of miniaturized, self-configuring parts, and it vastly outstrips anything we've dreamt of building.
8714	David Eagleman	What has always surprised me when I walk into a bookstore is the number of books that you can find that are written with certainty. The authors tell some story as though it's true, but they don't have any evidence that it is true!
8715	David Eagleman	I spent my adult life as a scientist, and science is, essentially, the most successful approach we have to try and understand the vast mysteries around.
8716	David Eagleman	I always bounce my legs when I'm sitting.
8717	David Eagleman	I think the first decade of this century is going to be remembered as a time of extremism.
