id	author	quote
1228	Alexander Haig	As of now, I am in control here in the White House.
1229	Alexander Haig	To declare the Cold War over, and declare democracy has won out over totalitarianism, is a measure of arrogance and wrong-headedness.
1230	Alexander Haig	Let them march all they want, as long as they continue to pay their taxes.
1231	Alexander Haig	The warning message we sent the Russians was a calculated ambiguity that would be clearly understood.
1232	Alexander Haig	Syria is a terrorist state by any definition and is so classified by the State Department. I happen to think Iran is too. Iraq, Iran, Syria, they're all involved.
1233	Alexander Haig	You have to look at the history of the Middle East in particular. It has been one of failure and frustration, of feudalism and tribalism.
1234	Alexander Haig	If they analyze the situation as thoroughly as they should, Muslims will realize they are the first targets. What are the fundamentalists really after? Simply taking over Islam and then turning its back on modernity.
1235	Alexander Haig	As I look back at the span of the Cold War in those early days, in the '50s, for example, there was a great deal of Soviet propaganda here in the United States, but it was clumsy, and it was anchored to a lot of ideological support in certain circles in America itself.
1236	Alexander Haig	You know, it's very clear, as one looks back on history again of the Cold War that, following the crisis in Cuba, following the Khrushchev - beating down of Jack Kennedy in Vienna, that President Kennedy believed that we had to join the battle for the Third World, and the next crisis that developed in that regards was Vietnam.
1237	Alexander Haig	I think that perhaps the classic propagandists of the - in the Second World War was Winston Churchill. He was extremely skilled and adept at it.
1238	Alexander Haig	It didn't take long for the world to realize that the Shah was an enlightened liberal next to the bloody reactionary regime that followed, and which executed more people in three months than the Shah had done in 30 years.
1239	Alexander Haig	Those who are seeking ways to tap into the potential of e-mail will find themselves in a position to capitalize on the pending explosion in Internet usage.
1240	Alexander Haig	I think the new generations in America, the America's youth, no longer care about Vietnam. They don't want to hear any more about it.
1241	Alexander Haig	I'm the only American alive or dead who presided unhappily over the removal of a vice president and a president.
1242	Alexander Haig	We didn't lose Vietnam. We quit Vietnam.
1243	Alexander Haig	A durable, long-term U.S.-China strategic relationship is even more important now than in previous decades. The relationship will continue to grow and prosper to the mutual benefit of all peoples.
1244	Alexander Haig	The world awaits Beijing's hosting of the 2008 Olympics, an occasion which will bring into the global spotlight the dramatic advances China is making in enhancing the quality of life for its people.
