id	author	quote
30527	R. Buckminster Fuller	Don't fight forces, use them.
30528	R. Buckminster Fuller	There is nothing in a caterpillar that tells you it's going to be a butterfly.
30529	R. Buckminster Fuller	Humanity is acquiring all the right technology for all the wrong reasons.
30530	R. Buckminster Fuller	How often I found where I should be going only by setting out for somewhere else.
30531	R. Buckminster Fuller	Pollution is nothing but the resources we are not harvesting. We allow them to disperse because we've been ignorant of their value.
30532	R. Buckminster Fuller	A designer is an emerging synthesis of artist, inventor, mechanic, objective economist and evolutionary strategist.
30533	R. Buckminster Fuller	Integrity is the essence of everything successful.
30534	R. Buckminster Fuller	I look for what needs to be done. After all, that's how the universe designs itself.
30535	R. Buckminster Fuller	When I am working on a problem, I never think about beauty but when I have finished, if the solution is not beautiful, I know it is wrong.
30536	R. Buckminster Fuller	Great nations are simply the operating fronts of behind-the-scenes, vastly ambitious individuals who had become so effectively powerful because of their ability to remain invisible while operating behind the national scenery.
30537	R. Buckminster Fuller	We are called to be architects of the future, not its victims.
30538	R. Buckminster Fuller	Ninety-nine percent of who you are is invisible and untouchable.
30539	R. Buckminster Fuller	I'm not a genius. I'm just a tremendous bundle of experience.
30540	R. Buckminster Fuller	Parents are usually more careful to bestow knowledge on their children rather than virtue, the art of speaking well rather than doing well; but their manners should be of the greatest concern.
30541	R. Buckminster Fuller	God is a verb, not a noun.
30542	R. Buckminster Fuller	Search others for their virtue, and yourself for your vices.
30543	R. Buckminster Fuller	What usually happens in the educational process is that the faculties are dulled, overloaded, stuffed and paralyzed so that by the time most people are mature they have lost their innate capabilities.
30544	R. Buckminster Fuller	If humanity does not opt for integrity we are through completely. It is absolutely touch and go. Each one of us could make the difference.
30545	R. Buckminster Fuller	Nature is trying very hard to make us succeed, but nature does not depend on us. We are not the only experiment.
30546	R. Buckminster Fuller	Love is metaphysical gravity.
30547	R. Buckminster Fuller	The most important thing about Spaceship Earth - an instruction book didn't come with it.
30548	R. Buckminster Fuller	We are not going to be able to operate our Spaceship Earth successfully nor for much longer unless we see it as a whole spaceship and our fate as common. It has to be everybody or nobody.
30549	R. Buckminster Fuller	Those who play with the devil's toys will be brought by degrees to wield his sword.
