id	author	quote
37710	Vladimir Lenin	Freedom in capitalist society always remains about the same as it was in ancient Greek republics: Freedom for slave owners.
37711	Vladimir Lenin	To rely upon conviction, devotion, and other excellent spiritual qualities; that is not to be taken seriously in politics.
37712	Vladimir Lenin	The way to crush the bourgeoisie is to grind them between the millstones of taxation and inflation.
37713	Vladimir Lenin	The press should be not only a collective propagandist and a collective agitator, but also a collective organizer of the masses.
37714	Vladimir Lenin	Our program necessarily includes the propaganda of atheism.
37715	Vladimir Lenin	Without a revolutionary theory there cannot be a revolutionary movement.
37716	Vladimir Lenin	Give me four years to teach the children and the seed I have sown will never be uprooted.
37717	Vladimir Lenin	The best way to destroy the capitalist system is to debauch the currency.
37760	W. C. Fields	I never drink water because of the disgusting things that fish do in it.
37761	W. C. Fields	I cook with wine, sometimes I even add it to the food.
37762	W. C. Fields	Once, during Prohibition, I was forced to live for days on nothing but food and water.
37763	W. C. Fields	Start every day off with a smile and get it over with.
37764	W. C. Fields	If at first you don't succeed, try, try again. Then quit. There's no point in being a damn fool about it.
37765	W. C. Fields	Reminds me of my safari in Africa. Somebody forgot the corkscrew and for several days we had to live on nothing but food and water.
37766	W. C. Fields	The clever cat eats cheese and breathes down rat holes with baited breath.
37767	W. C. Fields	Remember, a dead fish can float downstream, but it takes a live one to swim upstream.
37768	W. C. Fields	I never worry about being driven to drink; I just worry about being driven home.
37769	W. C. Fields	Always carry a flagon of whiskey in case of snakebite and furthermore always carry a small snake.
37770	W. C. Fields	Never try to impress a woman, because if you do she'll expect you to keep up the standard for the rest of your life.
37771	W. C. Fields	Horse sense is the thing a horse has which keeps it from betting on people.
37772	W. C. Fields	No doubt exists that all women are crazy; it's only a question of degree.
37773	W. C. Fields	I am free of all prejudices. I hate everyone equally.
37774	W. C. Fields	It was a woman who drove me to drink, and I never had the courtesy to thank her for it.
37775	W. C. Fields	Ah, the patter of little feet around the house. There's nothing like having a midget for a butler.
37776	W. C. Fields	You can't trust water: Even a straight stick turns crooked in it.
37777	W. C. Fields	If you can't dazzle them with brilliance, baffle them with bull.
37778	W. C. Fields	There comes a time in the affairs of man when he must take the bull by the tail and face the situation.
37779	W. C. Fields	I was in love with a beautiful blonde once. She drove me to drink. That's the one thing I'm indebted to her for.
37780	W. C. Fields	I always keep a supply of stimulant handy in case I see a snake, which I also keep handy.
37781	W. C. Fields	Marry an outdoors woman. Then if you throw her out into the yard on a cold night, she can still survive.
