id	author	quote
24220	Lois Capps	Research clearly shows us that the earlier women think about maintaining their bone mass and take the steps to do so, the better their health will be in the long run.
24479	Lucille Ball	Love yourself first and everything else falls into line. You really have to love yourself to get anything done in this world.
24480	Lucille Ball	One of the things I learned the hard way was that it doesn't pay to get discouraged. Keeping busy and making optimism a way of life can restore your faith in yourself.
24481	Lucille Ball	I'd rather regret the things I've done than regret the things I haven't done.
24482	Lucille Ball	Luck? I don't know anything about luck. I've never banked on it and I'm afraid of people who do. Luck to me is something else: Hard work - and realizing what is opportunity and what isn't.
24483	Lucille Ball	The secret of staying young is to live honestly, eat slowly, and lie about your age.
24484	Lucille Ball	The more things you do, the more you can do.
24485	Lucille Ball	I'm not funny. What I am is brave.
24486	Lucille Ball	I'm happy that I have brought laughter because I have been shown by many the value of it in so many lives, in so many ways.
24487	Lucille Ball	Once in his life, every man is entitled to fall madly in love with a gorgeous redhead.
24488	Lucille Ball	I think knowing what you cannot do is more important than knowing what you can.
24489	Lucille Ball	I have an everyday religion that works for me. Love yourself first, and everything else falls into line.
24490	Lucille Ball	In life, all good things come hard, but wisdom is the hardest to come by.
24491	Lucille Ball	Ability is of little account without opportunity.
24492	Lucille Ball	It's a helluva start, being able to recognize what makes you happy.
24493	Lucille Ball	How I Love Lucy was born? We decided that instead of divorce lawyers profiting from our mistakes, we'd profit from them.
24494	Lucille Ball	If you want something done, ask a busy person to do it. The more things you do, the more you can do.
24495	Lucille Ball	You see much more of your children once they leave home.
24496	Lucille Ball	I'm sometimes scared of everything that has happened to us. We didn't think Desilu Productions would grow so big. We merely wanted to be together and have two children.
24497	Lucille Ball	Women's Lib? Oh, I'm afraid it doesn't interest me one bit. I've been so liberated it hurts.
24498	Lucille Ball	I hate failure and that divorce was a Number One failure in my eyes. It was the worst period of my life. Neither Desi nor I have been the same since, physically or mentally.
24499	Lucille Ball	I will never do another TV series. It couldn't top I Love Lucy, and I'd be foolish to try. In this business, you have to know when to get off.
24500	Lucille Ball	Use a make-up table with everything close at hand and don't rush; otherwise you'll look like a patchwork quilt.
24501	Lucille Ball	I am a real ham. I love an audience. I work better with an audience. I am dead, in fact, without one.
24502	Lucille Ball	I regret the passing of the studio system. I was very appreciative of it because I had no talent.
25110	Marcus Garvey	A people without the knowledge of their past history, origin and culture is like a tree without roots.
25111	Marcus Garvey	With confidence, you have won before you have started.
25112	Marcus Garvey	If you have no confidence in self, you are twice defeated in the race of life.
25113	Marcus Garvey	God and Nature first made us what we are, and then out of our own created genius we make ourselves what we want to be. Follow always that great law. Let the sky and God be our limit and Eternity our measurement.
