id	author	quote
3062	Arne Jacobsen	Besides, I think that when one has been through a boarding school, especially then, you have some resistance, because it was both fine comradeship and a fairly hard training.
3063	Arne Jacobsen	When I travel, I draw and paint sketches which is great fun. And as long as you are fully aware that it has nothing to do with actual art, I think that's all right.
3064	Arne Jacobsen	Carrying out the thing, getting it to the point when one might say: There, now it is good - that point is hard to reach. Often, one sets very high goals for oneself. Perhaps too high.
3065	Arne Jacobsen	Furniture manufacturing in plastics requires very costly machinery, which the Danish market is not big enough to justify. Or so they say. But show me a plastics manufacturer who dares to take on the experiment.
3066	Arne Jacobsen	And when an architect has designed a house with large windows, which is a necessity today in order to pull the daylight into these very deep houses, then curtains come to play a big role in architecture.
3067	Arne Jacobsen	Now, the downside to conservation is that so much is done for the public, which almost always mars the environment that one wanted to conserve.
3068	Arne Jacobsen	That is the artistic task: To choose the best from these solutions.
3069	Arne Jacobsen	But inspiration? - That's when you come home from abroad and are asked: Well, have you found inspiration? - and fortunately you haven't. But the impressions sink in, of course, and may emerge later: None of us has invented the house; that was done many thousands of years ago.
3070	Arne Jacobsen	I don't see that any buildings should be excluded from the term architecture, as long as they are done properly.
3071	Arne Jacobsen	I do not feel certain until I have confronted my initial solution with other solutions - although in fact the first solution often proves to be the right one.
3072	Arne Jacobsen	Almost every time I make a building, some people will condemn it straight to Hell.
3073	Arne Jacobsen	There is always a point when one senses one's lack of skill, the doubt.
3074	Arne Jacobsen	In addressing a task, one almost always has several possible options, sometimes only a few, and they may all be practical and functional. But they lack the aesthetic aspect that raises it to architecture.
3075	Arne Jacobsen	If architecture had nothing to do with art, it would be astonishingly easy to build houses, but the architect's task - his most difficult task - is always that of selecting.
3076	Arne Jacobsen	On the other hand, I don't understand the enthusiasm for everything in the antique shop that Grandma threw out. There, the sense of quality has declined; otherwise Grandma wouldn't have thrown it out.
3077	Arne Jacobsen	With a painter or a sculptor, one cannot begin to alter his works, but an architect has to put up with anything, because he makes utility objects - the building is there to be used, and times change.
3078	Arne Jacobsen	You will soon find that I am a bit obsessive about my work. And that is a little sad, one often feels strangely restricted, not finding time to simmer, although one actually has many interests.
3082	Arnold H. Glasow	A good leader takes a little more than his share of the blame, a little less than his share of the credit.
3083	Arnold H. Glasow	Success is simple. Do what's right, the right way, at the right time.
3084	Arnold H. Glasow	The key to everything is patience. You get the chicken by hatching the egg, not by smashing it.
3085	Arnold H. Glasow	The fewer the facts, the stronger the opinion.
3086	Arnold H. Glasow	A true friend never gets in your way unless you happen to be going down.
3087	Arnold H. Glasow	Telling a teenager the facts of life is like giving a fish a bath.
3088	Arnold H. Glasow	One of the tests of leadership is the ability to recognize a problem before it becomes an emergency.
3089	Arnold H. Glasow	Success isn't a result of spontaneous combustion. You must set yourself on fire.
3090	Arnold H. Glasow	Improvement begins with I.
3091	Arnold H. Glasow	Ideas not coupled with action never become bigger than the brain cells they occupied.
3092	Arnold H. Glasow	A consultant is someone who saves his client almost enough to pay his fee.
3093	Arnold H. Glasow	Laughter is a tranquilizer with no side effects.
3094	Arnold H. Glasow	Happy is the person who knows what to remember of the past, what to enjoy in the present, and what to plan for in the future.
3095	Arnold H. Glasow	Nothing splendid was ever created in cold blood. Heat is required to forge anything. Every great accomplishment is the story of a flaming heart.
3096	Arnold H. Glasow	It is harder to conceal ignorance than to acquire knowledge.
3097	Arnold H. Glasow	In life, as in football, you won't go far unless you know where the goalposts are.
3098	Arnold H. Glasow	Expecting something for nothing is the most popular form of hope.
3099	Arnold H. Glasow	An idea not coupled with action will never get any bigger than the brain cell it occupied.
3100	Arnold H. Glasow	Make your life a mission - not an intermission.
3101	Arnold H. Glasow	Progress is what happens when impossibility yields to necessity.
3102	Arnold H. Glasow	Praise does wonders for our sense of hearing.
3103	Arnold H. Glasow	Nothing lasts forever - not even your troubles.
3104	Arnold H. Glasow	Live so that your friends can defend you but never have to.
3105	Arnold H. Glasow	All some folks want is their fair share and yours.
3106	Arnold H. Glasow	The trouble with the future is that is usually arrives before we're ready for it.
3107	Arnold Schwarzenegger	Strength does not come from winning. Your struggles develop your strengths. When you go through hardships and decide not to surrender, that is strength.
3108	Arnold Schwarzenegger	For me life is continuously being hungry. The meaning of life is not simply to exist, to survive, but to move ahead, to go up, to achieve, to conquer.
3109	Arnold Schwarzenegger	I saw a woman wearing a sweatshirt with Guess on it. I said, Thyroid problem?
3110	Arnold Schwarzenegger	Bodybuilding is much like any other sport. To be successful, you must dedicate yourself 100% to your training, diet and mental approach.
3111	Arnold Schwarzenegger	It's simple, if it jiggles, it's fat.
3112	Arnold Schwarzenegger	The resistance that you fight physically in the gym and the resistance that you fight in life can only build a strong character.
3113	Arnold Schwarzenegger	The mind is the limit. As long as the mind can envision the fact that you can do something, you can do it, as long as you really believe 100 percent.
3114	Arnold Schwarzenegger	The last three or four reps is what makes the muscle grow. This area of pain divides the champion from someone else who is not a champion. That's what most people lack, having the guts to go on and just say they'll go through the pain no matter what happens.
3115	Arnold Schwarzenegger	Help others and give something back. I guarantee you will discover that while public service improves the lives and the world around you, its greatest reward is the enrichment and new meaning it will bring your own life.
3116	Arnold Schwarzenegger	What we face may look insurmountable. But I learned something from all those years of training and competing. I learned something from all those sets and reps when I didn't think I could lift another ounce of weight. What I learned is that we are always stronger than we know.
3117	Arnold Schwarzenegger	The future is green energy, sustainability, renewable energy.
3118	Arnold Schwarzenegger	The worst thing I can be is the same as everybody else. I hate that.
3119	Arnold Schwarzenegger	Milk is for babies. When you grow up you have to drink beer.
3120	Arnold Schwarzenegger	Failure is not an option. Everyone has to succeed.
3121	Arnold Schwarzenegger	Start wide, expand further, and never look back.
3122	Arnold Schwarzenegger	Training gives us an outlet for suppressed energies created by stress and thus tones the spirit just as exercise conditions the body.
3123	Arnold Schwarzenegger	My body is like breakfast, lunch, and dinner. I don't think about it, I just have it.
3124	Arnold Schwarzenegger	I welcome and seek your ideas, but do not bring me small ideas; bring me big ideas to match our future.
3125	Arnold Schwarzenegger	As long as I live, I will never forget that day 21 years ago when I raised my hand and took the oath of citizenship. Do you know how proud I was? I was so proud that I walked around with an American flag around my shoulders all day long.
3126	Arnold Schwarzenegger	I just use my muscles as a conversation piece, like someone walking a cheetah down 42nd Street.
3127	Arnold Schwarzenegger	As you know, I'm an immigrant. I came over here as an immigrant, and what gave me the opportunities, what made me to be here today, is the open arms of Americans. I have been received. I have been adopted by America.
3128	Arnold Schwarzenegger	In our society, the women who break down barriers are those who ignore limits.
3129	Arnold Schwarzenegger	Learned helplessness is the giving-up reaction, the quitting response that follows from the belief that whatever you do doesn't matter.
3130	Arnold Schwarzenegger	My own dreams fortunately came true in this great state. I became Mr. Universe; I became a successful businessman. And even though some people say I still speak with a slight accent, I have reached the top of the acting profession.
3131	Arnold Schwarzenegger	If it's hard to remember, it'll be difficult to forget.
3168	Arthur Ashe	Start where you are. Use what you have. Do what you can.
3169	Arthur Ashe	One important key to success is self-confidence. An important key to self-confidence is preparation.
3170	Arthur Ashe	Success is a journey, not a destination. The doing is often more important than the outcome.
3171	Arthur Ashe	True heroism is remarkably sober, very undramatic. It is not the urge to surpass all others at whatever cost, but the urge to serve others at whatever cost.
3172	Arthur Ashe	If I were to say, 'God, why me?' about the bad things, then I should have said, 'God, why me?' about the good things that happened in my life.
3173	Arthur Ashe	Trust has to be earned, and should come only after the passage of time.
3174	Arthur Ashe	I have tried to keep on with my striving because this is the only hope I have of ever achieving anything worthwhile and lasting.
3175	Arthur Ashe	I keep sailing on in this middle passage. I am sailing into the wind and the dark. But I am doing my best to keep my boat steady and my sails full.
3176	Arthur Ashe	From what we get, we can make a living; what we give, however, makes a life.
3177	Arthur Ashe	The ideal attitude is to be physically loose and mentally tight.
3178	Arthur Ashe	You learn about equality in history and civics, but you find out life is not really like that.
